(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(0, 0, 0, 255)
(240, 208, 176, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(248, 56, 0, 255)
(248, 56, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(240, 208, 176, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(0, 0, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(0, 0, 0, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(248, 56, 0, 255)
(0, 0, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(248, 56, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(248, 56, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(80, 48, 0, 255)
(0, 0, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(0, 0, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(0, 0, 0, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(240, 208, 176, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(80, 48, 0, 255)
(0, 0, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(248, 56, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(248, 56, 0, 255)
(248, 56, 0, 255)
(0, 0, 0, 255)
(248, 56, 0, 255)
(0, 0, 0, 255)
(248, 56, 0, 255)
(248, 56, 0, 255)
(248, 56, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(240, 208, 176, 255)
(240, 208, 176, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(255, 224, 168, 255)
(255, 224, 168, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(255, 224, 168, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(255, 224, 168, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(255, 224, 168, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(255, 224, 168, 255)
(255, 224, 168, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(255, 224, 168, 255)
(255, 224, 168, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 88, 248, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 255)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)
(0, 0, 0, 0)

